,IDs,Age,Annual_Income,Investment_Amount,Risk_Tolerance_Score,Months_of_Investing_Experience,Number_of_Active_Investments,Potential_Return_Rate,Investment_Duration,Investment_to_Income_Ratio,Education,Employment_Status,Marital_Status,Owns_Property,Has_Dependents,Investment_Sector,Has_Investment_Advisor
6072,6293,33.0,91288.0,66341.0,399,111,2.0,24.35,36,0.71,4,2,3,1,0,2,1,
6073,6294,36.0,104401.0,204379.0,586,111,4.0,24.36,48,0.82,4,3,2,1,1,2,1,
6074,6295,53.0,40394.0,7247.0,1090,99,2.0,19.23,36,0.62,1,3,1,1,0,4,1,
6075,6296,19.0,80129.8897460505,174337.0,807,16,3.0,14.0743642237595,48,0.68,2,2,1,1,1,4,0,
6076,6297,57.0,37951.0,149824.0,399,98,3.0,23.95,48,0.21,4,1,1,0,2,3,0,
6077,6298,33.0,29860.0,161159.0,742,61,2.0,14.0743642237595,48,0.51,2,1,1,1,0,1,1,
6078,6299,58.0,20731.0,102790.0,515,88,3.0,23.94,24,0.51,2,4,2,1,0,4,0,
6079,6300,29.0,24561.0,182449.0,459,1,1.0,13.61,12,0.44,3,1,1,1,1,5,0,
6080,6301,40.0,97445.0,131814.590994711,584,95,3.0,10.48,48,0.66,2,4,3,0,1,4,1,
6081,6302,43.0,87803.0,130948.0,322,83,1.0,12.07,48,0.67,4,2,2,0,1,5,1,
6082,6303,59.0,56094.0,229874.0,755,49,1.0,4.4,60,0.61,2,1,1,0,0,1,1,
6083,6304,20.0,69476.0,121760.0,840,69,2.0,24.39,36,0.2,1,2,1,1,1,4,1,
6084,6305,33.0,78428.0,76156.0,575,30,1.0,17.51,24,0.68,3,1,3,1,0,5,1,
6085,6306,23.0,79851.0,204744.0,590,79,1.0,14.0743642237595,60,0.52,2,4,3,0,1,3,0,
6086,6307,31.0,80129.8897460505,53206.0,1089,54,4.0,17.83,12,0.78,1,2,3,1,0,2,0,
6087,6308,22.0,24832.0,43205.0,343,75,1.0,14.0743642237595,12,0.45,1,4,1,0,0,4,0,
6088,6309,18.0,106857.0,99367.0,1088,17,2.0,23.25,48,0.44,2,3,1,1,3,1,1,
6089,6310,33.0,142786.0,99122.0,845,35,2.0,18.43,24,0.65,2,2,1,0,1,2,1,
6090,6311,67.0,57998.0,205076.0,506,30,2.0,12.76,36,0.73,1,1,1,0,0,2,1,
6091,6312,51.0,130789.0,94042.0,633,5,2.0,22.41,48,0.32,3,2,1,1,0,5,1,
6092,6313,35.0,17844.0,27951.0,539,98,4.0,22.17,12,0.67,3,2,3,0,1,3,1,
6093,6314,47.0,40949.0,21900.0,304,4,1.0,14.49,36,0.27,2,1,3,0,0,1,1,
6094,6315,26.0,111309.0,131814.590994711,692,70,2.0,14.06,48,0.6,1,2,3,1,0,3,0,
6095,6316,50.0,95759.0,185234.0,640,50,2.0,13.85,24,0.63,1,1,1,1,1,4,1,
6096,6317,65.0,149001.0,172697.0,1004,62,2.0,22.7,24,0.81,3,2,2,1,1,4,1,
6097,6318,49.0,26467.0,131814.590994711,845,89,3.0,19.16,60,0.19,3,2,1,0,1,4,0,
6098,6319,55.0,117578.0,215421.0,338,33,3.0,14.0743642237595,60,0.47,2,4,1,1,1,4,0,
6099,6320,26.0,147312.0,223500.0,487,44,4.0,7.67,48,0.79,4,2,2,0,0,4,1,
6100,6321,67.0,42528.0,5086.0,579,10,1.0,24.43,60,0.13,1,1,1,1,0,1,1,
6101,6322,46.0,39343.0,213917.0,465,43,3.0,8.44,60,0.32,3,1,1,0,0,2,0,
6102,6323,44.3232547279944,37045.0,167434.0,367,108,4.0,11.65,24,0.78,1,3,1,0,0,1,0,
6103,6324,44.3232547279944,80129.8897460505,119166.0,737,2,3.0,4.83,60,0.54,2,4,1,0,0,1,1,
6104,6325,65.0,15381.0,31555.0,300,90,4.0,5.44,24,0.15,2,3,1,1,1,2,0,
6105,6326,37.0,51913.0,61407.0,1032,49,2.0,8.63,48,0.13,1,3,3,1,0,3,0,
6106,6327,18.0,73914.0,58742.0,1043,45,2.0,9.72,36,0.23,1,4,3,0,2,1,0,
6107,6328,54.0,67171.0,95373.0,1058,51,2.0,14.0743642237595,24,0.83,3,3,2,1,0,4,0,
6108,6329,37.0,73449.0,209215.0,665,55,3.0,14.24,36,0.64,3,2,3,1,1,5,0,
6109,6330,62.0,135126.0,222758.0,373,53,4.0,10.21,24,0.65,4,2,1,0,0,5,0,
6110,6331,27.0,62740.0,225043.0,616,70,4.0,14.32,48,0.44,2,3,2,1,0,5,0,
6111,6332,64.0,38937.0,124636.0,766,17,2.0,11.23,12,0.43,3,1,2,0,1,4,1,
6112,6333,65.0,147309.0,151127.0,458,6,3.0,22.69,60,0.66,4,1,1,1,1,1,0,
6113,6334,63.0,28931.0,131814.590994711,615,67,4.0,21.58,60,0.28,1,2,3,0,0,2,0,
6114,6335,20.0,125765.0,200218.0,368,7,3.0,4.02,48,0.61,4,3,3,0,0,5,1,
6115,6336,52.0,16767.0,204019.0,845,45,4.0,9.49,24,0.53,4,4,2,0,1,5,1,
6116,6337,60.0,100704.0,74474.0,333,90,4.0,2.25,36,0.41,1,4,3,1,1,5,0,
6117,6338,44.3232547279944,29051.0,41724.0,761,119,2.0,21.28,12,0.4,1,3,1,1,0,2,1,
6118,6339,31.0,31957.0,223375.0,794,83,2.0,12.2,48,0.77,2,3,1,1,0,2,1,
6119,6340,43.0,95396.0,114738.0,330,74,1.0,24.52,36,0.36,3,3,1,0,1,4,0,
6120,6341,44.3232547279944,135019.0,228925.0,795,43,1.0,23.04,36,0.72,3,4,1,0,0,3,0,
6121,6342,30.0,93508.0,223294.0,794,38,4.0,2.05,60,0.64,3,3,1,1,1,2,0,
6122,6343,43.0,25862.0,13451.0,422,59,4.0,20.61,36,0.34,1,4,3,0,0,3,0,
6123,6344,32.0,36508.0,173486.0,614,116,2.0,20.25,60,0.88,4,1,2,0,1,3,1,
6124,6345,33.0,16632.0,214870.0,741,45,3.0,7.11,36,0.83,3,4,2,1,1,1,1,
6125,6346,50.0,148747.0,84209.0,303,58,4.0,7.11,48,0.4,4,4,2,0,0,2,0,
6126,6347,44.3232547279944,117436.0,218798.0,347,7,1.0,8.37,12,0.85,1,3,3,1,1,2,0,
6127,6348,19.0,32484.0,95098.0,496,104,2.0,16.01,48,0.68,3,4,2,1,0,2,1,
6128,6349,25.0,49829.0,126713.0,494,97,3.0,22.96,48,0.15,4,1,2,1,1,5,0,
6129,6350,65.0,60722.0,182199.0,303,60,3.0,5.23,60,0.52,2,4,1,1,1,5,0,
6130,6351,19.0,109795.0,151469.0,520,60,1.0,19.2,12,0.58,4,2,1,1,1,5,0,
6131,6352,33.0,26973.0,109885.0,433,97,1.0,2.74,12,0.21,3,1,3,1,1,1,0,
6132,6353,59.0,80129.8897460505,169629.0,777,4,2.0,21.26,60,0.58,4,2,2,1,0,3,1,
6133,6354,24.0,70447.0,209180.0,565,27,3.0,14.41,12,0.15,1,1,2,0,0,5,1,
6134,6355,58.0,16073.0,123616.0,380,58,2.0,21.34,48,0.27,2,2,3,1,0,2,1,
6135,6356,28.0,118286.0,37822.0,356,25,3.0,14.0743642237595,60,0.3,1,2,1,0,0,1,1,
6136,6357,57.0,39012.0,168681.0,633,107,2.0,9.92,36,0.26,4,2,3,0,1,3,1,
6137,6359,44.0,15395.0,219713.0,1029,114,2.0,14.46,36,0.51,2,1,3,0,1,4,0,
6138,6360,63.0,77573.0,106868.0,375,45,4.0,4.0,36,0.71,1,4,2,0,0,3,1,
6139,6361,44.3232547279944,80129.8897460505,52475.0,794,22,3.0,17.68,36,0.66,3,3,2,1,1,2,0,
6140,6362,50.0,33282.0,160550.0,765,96,2.52142419914303,3.62,48,0.37,4,2,2,0,1,4,1,
6141,6363,25.0,16925.0,160653.0,616,14,4.0,14.0743642237595,24,0.47,1,1,1,0,0,1,1,
6142,6364,60.0,116463.0,131814.590994711,837,117,2.0,4.59,24,0.89,3,4,3,0,0,2,0,
6143,6365,25.0,74392.0,91897.0,401,21,1.0,13.38,12,0.47,4,3,3,0,1,1,1,
6144,6366,31.0,133661.0,146893.0,701,31,3.0,22.67,24,0.88,4,2,2,0,1,4,0,
6145,6367,54.0,138581.0,240917.0,493,74,3.0,10.66,48,0.53,3,1,1,1,0,5,0,
6146,6368,63.0,22099.0,16274.0,624,28,1.0,14.0743642237595,48,0.63,3,3,1,1,1,2,1,
6147,6369,44.3232547279944,49064.0,131814.590994711,339,45,3.0,21.35,24,0.18,2,4,1,0,1,1,0,
6148,6370,44.3232547279944,69189.0,237480.0,1049,48,4.0,21.25,60,0.71,3,3,1,1,1,4,1,
6149,6371,64.0,53407.0,123232.0,651,13,3.0,11.67,60,0.77,2,4,1,0,1,3,1,
6150,6372,69.0,143453.0,28930.0,691,58,3.0,6.38,24,0.62,1,4,3,1,1,4,0,
6151,6373,63.0,20854.0,242436.0,747,14,3.0,24.69,24,0.21,4,4,2,1,1,1,1,
6152,6374,44.3232547279944,15034.0,196014.0,332,26,1.0,23.35,24,0.54,2,4,3,1,1,3,0,
6153,6375,51.0,83676.0,16690.0,534,77,2.52142419914303,14.0743642237595,12,0.42,2,4,2,1,3,5,1,
6154,6376,61.0,88683.0,143570.0,1017,31,4.0,22.53,48,0.38,4,3,2,0,1,5,0,
6155,6377,54.0,142920.0,5266.0,701,26,2.0,5.91,48,0.67,4,3,2,0,1,1,1,
6156,6378,44.3232547279944,31713.0,187254.0,421,102,2.0,18.94,60,0.38,3,1,1,1,2,2,0,
6157,6379,44.3232547279944,99342.0,32015.0,330,37,4.0,6.28,48,0.61,2,4,1,1,0,5,0,
6158,6380,44.3232547279944,109723.0,108862.0,714,34,2.0,5.17,48,0.24,3,3,3,1,0,2,0,
6159,6381,25.0,112841.0,131814.590994711,566,25,1.0,16.75,48,0.54,2,1,1,0,1,4,1,
6160,6382,21.0,37472.0,5870.0,488,106,1.0,14.2,36,0.78,3,2,1,0,0,2,1,
6161,6383,26.0,80129.8897460505,249996.0,451,47,4.0,22.04,36,0.72,4,2,2,1,1,1,0,
6162,6384,32.0,39096.0,151674.0,551,2,2.0,19.87,12,0.25,2,3,1,1,1,1,1,
6163,6385,67.0,137225.0,24740.0,488,52,2.0,18.81,48,0.66,2,2,1,1,0,5,1,
6164,6386,40.0,65349.0,216593.0,593,46,2.0,14.0743642237595,24,0.89,2,3,2,1,0,2,0,
6165,6387,67.0,90158.0,32446.0,562,85,2.52142419914303,4.8,24,0.77,3,2,1,1,3,5,1,
6166,6388,44.0,43042.0,205804.0,323,13,4.0,3.77,48,0.27,1,3,1,1,1,5,1,
6167,6389,41.0,130440.0,170835.0,829,7,1.0,17.25,12,0.43,1,1,3,1,1,5,1,
6168,6390,60.0,124610.0,134905.0,399,80,1.0,18.99,36,0.48,2,2,1,1,0,1,0,
6169,6391,44.3232547279944,97656.0,40536.0,375,44,1.0,17.61,48,0.27,3,4,3,2,1,4,1,
6170,6392,44.3232547279944,41137.0,241433.0,631,88,4.0,16.71,12,0.29,3,4,1,1,1,5,0,
6171,6393,40.0,80129.8897460505,206416.0,336,8,4.0,23.9,24,0.77,4,2,1,0,1,3,1,
6172,6394,44.3232547279944,109760.0,161880.0,787,46,1.0,8.93,24,0.59,1,4,1,0,0,1,1,
6173,6395,27.0,125504.0,228344.0,756,86,4.0,7.73,48,0.68,4,3,1,0,1,2,0,
6174,6396,31.0,80129.8897460505,246266.0,821,12,4.0,11.18,24,0.44,3,1,1,0,0,2,0,
6175,6397,20.0,44562.0,148642.0,423,92,2.0,11.89,48,0.47,2,1,3,1,0,3,1,
6176,6398,64.0,137958.0,224091.0,1045,61,1.0,21.1,60,0.67,2,2,1,0,0,5,0,
6177,6399,69.0,98376.0,220101.0,1009,6,1.0,14.0743642237595,48,0.84,3,4,1,1,0,1,0,
6178,6400,30.0,108565.0,134142.0,537,61,1.0,23.37,48,0.13,4,4,1,0,1,2,1,
6179,6401,22.0,112548.0,163886.0,466,95,2.52142419914303,7.67,48,0.69,2,4,3,1,1,3,1,
6180,6402,62.0,67271.0,65124.0,744,71,3.0,16.34,36,0.75,2,4,1,1,0,1,1,
6181,6403,45.0,17666.0,167292.0,389,44,1.0,22.29,60,0.33,1,3,1,0,0,1,0,
6182,6404,31.0,64116.0,99949.0,328,81,2.0,17.6,12,0.62,2,2,1,0,1,1,1,
6183,6405,59.0,60536.0,204327.0,758,54,1.0,4.86,60,0.14,4,2,1,0,1,3,0,
6184,6406,51.0,89515.0,23391.0,720,59,4.0,17.79,60,0.64,3,3,1,0,1,5,0,
6185,6407,24.0,48818.0,90151.0,799,48,4.0,14.35,24,0.7,2,1,3,1,0,5,0,
6186,6408,44.3232547279944,132151.0,117726.0,433,71,1.0,2.89,36,0.79,1,3,1,1,1,5,0,
6187,6409,56.0,80129.8897460505,205835.0,594,69,1.0,22.33,60,0.87,1,1,1,1,1,3,1,
6188,6410,44.3232547279944,114457.0,131814.590994711,467,16,3.0,24.02,36,0.74,3,2,1,0,0,5,0,
6189,6411,43.0,122130.0,80089.0,1077,55,2.52142419914303,14.3,12,0.7,1,1,1,1,0,1,0,
6190,6412,21.0,78084.0,131814.590994711,656,19,3.0,16.83,60,0.88,3,1,2,0,1,1,0,
6191,6413,39.0,148052.0,57827.0,608,67,2.0,21.2,36,0.73,4,4,3,1,0,4,1,
6192,6414,60.0,40221.0,223766.0,597,58,4.0,18.63,36,0.88,3,2,3,0,0,4,0,
6193,6415,44.3232547279944,104008.0,220872.0,429,22,2.0,16.69,60,0.85,4,4,2,1,0,2,1,
6194,6416,21.0,138541.0,184306.0,736,25,3.0,10.76,60,0.27,3,4,3,1,0,2,1,
6195,6417,46.0,34567.0,173678.0,358,56,3.0,14.0743642237595,24,0.43,4,3,3,1,0,3,1,
6196,6418,59.0,22537.0,115114.0,672,65,1.0,6.23,12,0.51,2,1,3,0,0,4,1,
6197,6419,64.0,127646.0,150688.0,351,56,2.0,12.14,36,0.58,3,4,1,1,0,5,1,
6198,6420,31.0,83200.0,131814.590994711,1061,118,1.0,21.12,12,0.61,1,1,3,1,1,2,1,
6199,6421,40.0,80129.8897460505,175040.0,692,61,4.0,7.77,48,0.5,1,2,3,0,1,3,0,
6200,6422,61.0,77288.0,95845.0,678,72,1.0,3.33,48,0.66,4,3,3,0,1,5,1,
6201,6423,21.0,27810.0,131814.590994711,460,114,2.0,14.0743642237595,60,0.35,2,1,1,1,1,2,0,
6202,6424,64.0,16530.0,34123.0,595,5,1.0,5.14,48,0.89,2,1,2,0,0,4,0,
6203,6425,28.0,111533.0,189571.0,731,7,1.0,13.83,12,0.76,3,1,3,0,1,3,0,
6204,6426,62.0,124039.0,170488.0,642,22,4.0,17.99,48,0.47,2,3,1,0,1,5,0,
6205,6427,43.0,99938.0,215923.0,538,32,4.0,10.54,60,0.47,4,3,1,1,1,1,1,
6206,6428,34.0,30495.0,119898.0,537,60,4.0,23.62,12,0.85,1,2,1,0,1,1,1,
6207,6429,39.0,80129.8897460505,249015.0,314,27,4.0,19.53,24,0.65,1,1,3,1,0,3,1,
6208,6430,47.0,90907.0,80636.0,807,99,4.0,18.72,48,0.46,4,4,1,1,0,4,1,
6209,6431,31.0,80129.8897460505,32992.0,525,95,3.0,12.69,60,0.48,3,1,3,1,0,5,0,
6210,6432,55.0,56467.0,79473.0,317,88,1.0,19.59,48,0.34,1,4,3,1,1,2,0,
6211,6433,24.0,80076.0,189076.0,565,46,2.0,16.34,60,0.7,2,1,3,0,0,2,0,
6212,6434,62.0,52848.0,126154.0,797,19,1.0,21.15,24,0.27,3,2,1,1,1,5,1,
6213,6435,56.0,69964.0,172713.0,787,34,1.0,20.14,48,0.78,4,4,2,1,1,1,0,
6214,6436,23.0,137274.0,121160.0,498,115,4.0,24.31,60,0.65,1,1,1,1,1,5,0,
6215,6437,65.0,117227.0,226069.0,569,109,2.0,9.34,12,0.29,1,4,1,1,0,5,1,
6216,6438,19.0,45595.0,60014.0,640,101,3.0,24.66,12,0.39,3,2,3,1,1,3,1,
6217,6439,22.0,82370.0,85149.0,353,35,2.0,6.04,36,0.53,2,2,3,0,1,3,1,
6218,6440,53.0,100344.0,150919.0,679,6,1.0,17.75,48,0.55,1,4,2,1,0,5,0,
6219,6441,20.0,86694.0,101695.0,823,67,3.0,16.32,24,0.75,4,3,2,0,1,1,1,
6220,6442,19.0,94726.0,200364.0,681,98,1.0,12.52,60,0.25,4,1,1,0,0,2,0,
6221,6443,69.0,146575.0,192969.0,416,81,1.0,18.88,36,0.63,2,4,1,3,0,4,0,
6222,6444,50.0,137641.0,131814.590994711,568,114,3.0,22.39,12,0.26,1,1,3,0,0,1,1,
6223,6445,44.3232547279944,80129.8897460505,36370.0,552,114,3.0,9.19,60,0.89,1,2,3,0,1,3,1,
6224,6446,45.0,61126.0,210588.0,631,25,2.0,14.27,12,0.81,3,3,1,0,1,1,1,
6225,6447,27.0,40194.0,135534.0,672,67,3.0,13.89,24,0.52,1,1,1,0,1,2,1,
6226,6448,35.0,114704.0,5840.0,728,55,1.0,2.92,12,0.16,1,2,1,0,1,3,0,
6227,6449,44.3232547279944,85008.0,124187.0,449,118,1.0,19.48,24,0.38,1,2,3,1,0,1,1,
6228,6451,37.0,55301.0,219438.0,453,107,2.0,6.43,60,0.5,3,4,1,1,0,3,0,
6229,6452,60.0,94695.0,57132.0,790,28,3.0,24.39,60,0.55,1,4,1,1,0,4,0,
6230,6453,50.0,20909.0,118398.0,381,18,2.0,23.27,12,0.17,2,2,1,1,1,5,0,
6231,6454,32.0,81562.0,207686.0,836,33,3.0,14.0743642237595,24,0.39,2,1,3,1,1,2,1,
6232,6455,44.3232547279944,77013.0,159829.0,665,75,2.0,3.1,36,0.26,3,1,1,1,0,1,0,
6233,6456,32.0,142821.0,131814.590994711,820,55,3.0,6.96,60,0.81,4,3,3,1,0,2,0,
6234,6457,45.0,126314.0,181029.0,491,37,3.0,22.57,12,0.62,4,2,1,0,1,4,0,
6235,6458,63.0,93799.0,56068.0,1064,93,3.0,3.98,48,0.56,2,1,1,0,0,4,0,
6236,6459,51.0,23455.0,12254.0,1005,95,2.0,4.76,24,0.13,2,4,1,1,1,5,0,
6237,6460,38.0,95633.0,249372.0,564,40,4.0,24.43,48,0.15,1,3,1,1,1,5,1,
6238,6461,38.0,80129.8897460505,205010.0,602,108,1.0,13.89,48,0.21,3,2,1,0,0,3,1,
6239,6462,59.0,75209.0,123609.0,685,14,1.0,15.73,12,0.89,4,1,1,0,0,3,0,
6240,6463,62.0,94046.0,19002.0,587,89,4.0,8.57,24,0.66,1,2,3,1,0,5,1,
6241,6464,43.0,147064.0,18367.0,792,49,3.0,6.03,12,0.61,2,4,1,1,1,4,1,
6242,6466,51.0,71744.0,98952.0,444,110,4.0,21.01,60,0.61,3,1,1,1,0,5,1,
6243,6467,60.0,100261.0,131814.590994711,370,8,4.0,14.62,24,0.82,1,3,3,0,0,2,0,
6244,6468,44.3232547279944,37351.0,128772.0,635,41,3.0,6.76,60,0.14,3,2,1,1,0,2,1,
6245,6469,22.0,139362.0,131814.590994711,313,50,1.0,23.98,24,0.86,2,2,2,1,0,2,1,
6246,6470,22.0,98954.0,72982.0,844,116,3.0,9.44,60,0.83,4,3,2,0,0,3,1,
6247,6471,65.0,131684.0,61464.0,674,2,4.0,24.16,24,0.52,2,1,1,1,1,1,1,
6248,6472,62.0,39236.0,139785.0,479,34,3.0,12.63,48,0.65,3,2,2,1,0,1,1,
6249,6473,60.0,97360.0,244552.0,427,113,1.0,15.36,36,0.41,4,3,1,1,1,1,1,
6250,6474,41.0,40313.0,41220.0,600,54,3.0,11.37,60,0.26,3,4,3,1,1,4,0,
6251,6475,43.0,24191.0,162500.0,794,27,2.0,9.65,36,0.7,1,1,1,0,0,4,1,
6252,6476,25.0,139884.0,51415.0,355,113,4.0,18.03,48,0.56,4,2,1,0,1,1,1,
6253,6477,44.3232547279944,92294.0,158216.0,626,45,2.0,20.4,48,0.5,4,4,2,1,0,2,0,
6254,6478,48.0,80129.8897460505,131814.590994711,308,56,3.0,23.75,12,0.71,4,4,1,1,0,4,0,
6255,6479,28.0,50959.0,44018.0,1009,102,4.0,20.77,24,0.42,3,4,2,0,0,5,1,
6256,6480,44.3232547279944,21591.0,131814.590994711,445,61,1.0,6.38,48,0.62,2,3,1,0,1,3,1,
6257,6481,50.0,72950.0,138773.0,384,108,3.0,17.63,24,0.56,1,2,3,0,2,2,1,
6258,6482,36.0,120804.0,131814.590994711,796,95,3.0,7.59,12,0.55,1,4,3,1,0,3,1,
6259,6483,22.0,79487.0,131814.590994711,836,42,1.0,18.0,48,0.48,1,1,1,1,0,4,0,
6260,6484,44.3232547279944,85280.0,63015.0,801,75,4.0,3.14,36,0.1,3,1,1,1,1,1,0,
6261,6485,44.3232547279944,80069.0,20874.0,475,55,4.0,18.84,36,0.33,3,1,2,0,1,3,0,
6262,6486,28.0,114033.0,59233.0,336,7,1.0,7.92,24,0.47,4,2,2,0,1,4,1,
6263,6487,45.0,125221.0,129939.0,513,26,2.0,21.53,36,0.48,4,3,1,1,0,5,0,
6264,6488,53.0,80129.8897460505,211499.0,821,52,3.0,22.42,12,0.14,1,3,3,1,0,1,0,
6265,6489,44.3232547279944,80743.0,113770.0,1079,51,2.0,16.16,48,0.33,3,4,1,3,1,1,0,
6266,6490,44.3232547279944,80129.8897460505,109203.0,767,99,1.0,14.0743642237595,36,0.61,1,1,3,0,1,3,1,
6267,6491,55.0,68357.0,40834.0,607,112,4.0,16.23,24,0.75,2,2,1,0,0,3,0,
6268,6492,39.0,71762.0,246004.0,395,78,1.0,7.43,36,0.38,3,4,1,0,0,2,1,
6269,6493,30.0,34001.0,242470.0,360,26,1.0,3.52,12,0.13,1,2,3,1,0,2,0,
6270,6494,42.0,23374.0,131814.590994711,804,67,3.0,2.46,36,0.13,1,1,3,0,2,2,1,
6271,6495,29.0,21117.0,37237.0,825,63,3.0,2.61,24,0.32,3,3,1,1,0,4,1,
6272,6496,42.0,69915.0,236684.0,824,82,4.0,18.68,12,0.22,2,3,2,1,1,5,1,
6273,6497,48.0,59105.0,67677.0,542,48,3.0,9.87,60,0.79,2,4,1,0,1,5,0,
6274,6498,19.0,61523.0,138284.0,599,65,3.0,14.1,60,0.47,1,2,3,0,0,5,0,
6275,6499,44.3232547279944,57545.0,217221.0,389,97,4.0,17.05,36,0.21,2,3,2,1,1,2,0,
6276,6500,44.3232547279944,112757.0,23435.0,565,14,1.0,14.0743642237595,48,0.8,4,1,1,0,0,4,0,
6277,6501,44.3232547279944,42454.0,57052.0,826,113,2.0,11.45,12,0.46,3,2,3,0,1,5,0,
6278,6502,34.0,42587.0,216973.0,468,107,1.0,11.44,48,0.87,2,2,2,0,0,3,0,
6279,6503,67.0,128831.0,121371.0,714,32,3.0,5.05,48,0.57,1,2,3,0,0,2,0,
6280,6504,34.0,140574.0,231210.0,638,91,2.0,17.95,48,0.76,2,3,1,1,1,5,1,
6281,6505,44.3232547279944,69905.0,152588.0,717,25,4.0,8.6,60,0.3,1,2,2,1,1,5,1,
6282,6506,39.0,73793.0,98933.0,716,47,2.0,6.29,60,0.61,2,4,1,0,1,3,0,
6283,6507,25.0,108249.0,5488.0,350,46,4.0,4.13,12,0.29,4,3,1,0,1,2,1,
6284,6508,21.0,116192.0,16502.0,543,79,3.0,3.49,36,0.33,4,2,2,1,1,1,0,
6285,6509,48.0,147189.0,117441.0,818,41,3.0,3.27,36,0.79,1,3,3,1,0,3,0,
6286,6510,44.3232547279944,85022.0,131814.590994711,716,9,1.0,14.0743642237595,48,0.35,1,1,3,0,1,1,1,
6287,6511,61.0,124324.0,157165.0,815,107,3.0,7.52,12,0.65,3,2,2,0,1,3,1,
6288,6512,44.3232547279944,146678.0,131814.590994711,588,93,3.0,24.48,48,0.75,3,4,3,1,1,3,1,
6289,6513,36.0,35112.0,131814.590994711,626,53,3.0,16.45,36,0.12,4,1,2,1,0,2,0,
6290,6514,26.0,42189.0,158578.0,580,57,1.0,14.0743642237595,60,0.32,3,1,2,1,0,4,0,
6291,6515,61.0,107057.0,214743.0,358,39,1.0,7.67,24,0.45,2,3,3,0,2,1,1,
6292,6516,44.3232547279944,79653.0,177691.0,628,24,2.0,13.36,48,0.32,3,4,2,0,0,3,1,
6293,6517,40.0,141399.0,7950.0,513,3,2.52142419914303,7.36,24,0.51,4,1,3,0,1,3,0,
6294,6518,68.0,19887.0,169749.0,634,80,2.0,21.81,48,0.45,1,1,2,0,0,4,0,
6295,6519,22.0,141089.0,158010.0,747,84,1.0,24.59,60,0.86,1,2,3,0,0,4,1,
6296,6520,32.0,80129.8897460505,191970.0,590,103,4.0,11.17,24,0.36,3,4,1,0,1,4,0,
6297,6521,24.0,18167.0,219457.0,690,0,2.0,22.7,36,0.75,2,1,2,1,1,5,1,
6298,6522,39.0,97539.0,210799.0,778,10,2.0,21.22,36,0.28,4,3,1,1,1,4,0,
6299,6523,52.0,80129.8897460505,236718.0,671,32,3.0,24.78,12,0.64,1,4,1,0,0,1,1,
6300,6524,25.0,83922.0,131814.590994711,748,112,4.0,14.8,48,0.56,2,2,3,1,2,5,0,
6301,6525,50.0,28916.0,117355.0,672,106,1.0,5.46,60,0.41,3,3,1,0,3,3,0,
6302,6527,21.0,53765.0,238158.0,525,111,3.0,14.0743642237595,12,0.45,2,3,2,0,1,4,0,
6303,6528,59.0,146327.0,75524.0,353,16,2.0,20.23,60,0.21,3,3,1,1,1,3,1,
6304,6529,19.0,59273.0,83328.0,304,21,3.0,21.92,48,0.54,4,4,2,1,1,1,0,
6305,6530,33.0,19214.0,163689.0,559,22,1.0,4.53,12,0.22,4,2,3,0,1,5,0,
6306,6531,28.0,108232.0,52925.0,654,103,2.0,11.93,60,0.46,1,3,1,0,1,4,1,
6307,6532,19.0,80129.8897460505,52214.0,712,77,1.0,13.01,36,0.49,3,2,1,0,0,4,0,
6308,6533,38.0,91113.0,131174.0,598,23,1.0,16.16,24,0.62,3,2,1,1,0,3,1,
6309,6534,19.0,80933.0,229095.0,645,41,4.0,18.08,48,0.87,4,1,3,0,0,1,0,
6310,6535,44.0,80129.8897460505,113164.0,661,21,4.0,23.58,60,0.42,3,3,3,0,1,2,1,
6311,6537,37.0,69274.0,243665.0,305,25,4.0,17.76,36,0.23,2,1,2,1,1,2,1,
6312,6538,44.3232547279944,86169.0,191550.0,339,11,4.0,14.5,24,0.16,2,1,1,0,0,4,1,
6313,6539,28.0,74302.0,230125.0,530,87,4.0,17.35,36,0.84,3,2,1,1,0,1,1,
6314,6540,25.0,99185.0,210615.0,330,29,4.0,24.21,24,0.16,4,4,1,1,1,2,0,
6315,6541,44.3232547279944,27283.0,208983.0,784,87,4.0,17.78,48,0.41,2,1,1,0,1,3,0,
6316,6542,29.0,27755.0,67634.0,614,30,2.0,5.31,48,0.19,2,1,1,0,0,3,0,
6317,6543,25.0,105051.0,193352.0,418,1,1.0,9.92,60,0.18,4,2,3,0,1,2,1,
6318,6544,54.0,69325.0,87450.0,803,88,4.0,14.0743642237595,12,0.14,2,3,1,1,1,4,1,
6319,6545,66.0,82332.0,198186.0,325,25,2.0,6.66,12,0.7,4,3,1,1,1,4,1,
6320,6546,33.0,71806.0,73017.0,316,56,4.0,12.99,48,0.28,1,4,1,1,0,1,0,
6321,6547,44.3232547279944,82654.0,228856.0,724,8,1.0,16.88,60,0.18,3,4,1,0,3,4,1,
6322,6548,18.0,56474.0,58227.0,527,74,1.0,9.52,36,0.66,4,1,1,0,1,4,0,
6323,6549,68.0,87338.0,71475.0,671,105,4.0,3.18,48,0.54,1,2,2,0,1,3,0,
6324,6550,46.0,133986.0,126660.0,825,76,4.0,4.41,60,0.14,3,3,3,0,0,4,1,
6325,6551,44.0,109277.0,8057.0,670,72,4.0,5.05,60,0.79,4,4,1,1,1,3,0,
